460	80	80	-5.99785312	0.91655948	0.679441808
460	80	70	-5.9919853725	0.9076331975	0.407748058
460	80	60	-5.986117625	0.898706915	0.136054308
460	80	50	-5.9802498775	0.8897806325	-0.135639442
460	80	40	-5.97438213	0.88085435	-0.407333192
460	80	30	-5.9685143825	0.8719280675	-0.679026942
460	80	20	-5.962646635	0.863001785	-0.950720692
460	80	10	-5.9567788875	0.8540755025	-1.222414442
460	80	0	-5.95091114	0.84514922	-1.494108192
460	60	90	-5.9857824575	0.3614457625	0.9527706435
460	60	80	-5.97991471	0.35251948	0.6810768935
460	60	70	-5.9740469625	0.3435931975	0.4093831435
460	60	60	-5.968179215	0.334666915	0.1376893935
460	60	50	-5.9623114675	0.3257406325	-0.1340043565
460	60	40	-5.95644372	0.31681435	-0.4056981065
460	60	30	-5.9505759725	0.3078880675	-0.6773918565
460	60	20	-5.944708225	0.298961785	-0.9490856065
460	60	110	-5.9975179525	0.3792983275	1.4961581435
460	60	100	-5.991650205	0.370372045	1.2244643935
460	60	10	-5.9388404775	0.2900355025	-1.2207793565
460	60	0	-5.93297273	0.28110922	-1.4924731065
460	40	90	-5.9678440475	-0.2025942375	0.954405729
460	40	80	-5.9619763	-0.21152052	0.682711979
460	40	70	-5.9561085525	-0.2204468025	0.411018229
460	40	60	-5.950240805	-0.229373085	0.139324479
460	40	50	-5.9443730575	-0.2382993675	-0.132369271
460	40	40	-5.93850531	-0.24722565	-0.404063021
460	40	30	-5.9326375625	-0.2561519325	-0.675756771
460	40	20	-5.926769815	-0.265078215	-0.947450521
460	40	140	-5.997182785	-0.157962825	2.312874479
460	40	130	-5.9913150375	-0.1668891075	2.041180729
460	40	120	-5.98544729	-0.17581539	1.769486979
460	40	110	-5.9795795425	-0.1847416725	1.497793229
460	40	100	-5.973711795	-0.193667955	1.226099479
460	40	10	-5.9209020675	-0.2740044975	-1.219144271
460	40	0	-5.91503432	-0.28293078	-1.490838021
460	20	90	-5.9499056375	-0.7666342375	0.9560408145
460	20	80	-5.94403789	-0.77556052	0.6843470645
460	20	70	-5.9381701425	-0.7844868025	0.4126533145
