0	0	000000
1	1	010101
2	2	020202
3	3	030303
4	4	040404
5	5	050505
6	6	060606
7	7	070707
8	8	080808
9	9	090909
10	10	0a0a0a
11	11	0b0b0b
12	12	0c0c0c
13	13	0d0d0d
14	14	0e0e0e
15	15	0f0f0f
16	16	101010
17	17	111111
18	18	121212
19	19	131313
20	20	141414
21	21	151515
22	22	161616
23	23	171717
24	24	181818
25	25	191919
26	26	1a1a1a
27	27	1b1b1b
28	28	1c1c1c
29	29	1d1d1d
30	30	1e1e1e
31	31	1f1f1f
32	32	202020
33	33	212121
34	34	222222
35	35	232323
36	36	242424
37	37	252525
38	38	262626
39	39	272727
40	40	282828
41	41	292929
42	42	2a2a2a
43	43	2b2b2b
44	44	2c2c2c
45	45	2d2d2d
46	46	2e2e2e
47	47	2f2f2f
48	48	303030
49	49	313131
50	50	323232
51	51	333333
52	52	343434
53	53	353535
54	54	363636
55	55	373737
56	56	383838
57	57	393939
58	58	3a3a3a
59	59	3b3b3b
60	60	3c3c3c
61	61	3d3d3d
62	62	3e3e3e
63	63	3f3f3f
64	64	404040
65	65	414141
66	66	424242
67	67	434343
68	68	444444
69	69	454545
70	70	464646
71	71	474747
72	72	484848
73	73	494949
74	74	4a4a4a
75	75	4b4b4b
76	76	4c4c4c
77	77	4d4d4d
78	78	4e4e4e
79	79	4f4f4f
80	80	505050
81	81	515151
82	82	525252
83	83	535353
84	84	545454
85	85	555555
86	86	565656
87	87	575757
88	88	585858
89	89	595959
90	90	5a5a5a
91	91	5b5b5b
92	92	5c5c5c
93	93	5d5d5d
94	94	5e5e5e
95	95	5f5f5f
96	96	606060
97	97	616161
98	98	626262
99	99	636363
100	100	646464
101	101	656565
102	102	666666
103	103	676767
104	104	686868
105	105	696969
106	106	6a6a6a
107	107	6b6b6b
108	108	6c6c6c
109	109	6d6d6d
110	110	6e6e6e
111	111	6f6f6f
112	112	707070
113	113	717171
114	114	727272
115	115	737373
116	116	747474
117	117	757575
118	118	767676
119	119	777777
120	120	787878
121	121	797979
122	122	7a7a7a
123	123	7b7b7b
124	124	7c7c7c
125	125	7d7d7d
126	126	7e7e7e
127	127	7f7f7f
128	128	808080
129	129	818181
130	130	828282
131	131	838383
132	132	848484
133	133	858585
134	134	868686
135	135	878787
136	136	888888
137	137	898989
138	138	8a8a8a
139	139	8b8b8b
140	140	8c8c8c
141	141	8d8d8d
142	142	8e8e8e
143	143	8f8f8f
144	144	909090
145	145	919191
146	146	929292
147	147	939393
148	148	949494
149	149	959595
150	150	969696
151	151	979797
152	152	989898
153	153	999999
154	154	9a9a9a
155	155	9b9b9b
156	156	9c9c9c
157	157	9d9d9d
158	158	9e9e9e
159	159	9f9f9f
160	160	a0a0a0
161	161	a1a1a1
162	162	a2a2a2
163	163	a3a3a3
164	164	a4a4a4
165	165	a5a5a5
166	166	a6a6a6
167	167	a7a7a7
168	168	a8a8a8
169	169	a9a9a9
170	170	aaaaaa
171	171	ababab
172	172	acacac
173	173	adadad
174	174	aeaeae
175	175	afafaf
176	176	b0b0b0
177	177	b1b1b1
178	178	b2b2b2
179	179	b3b3b3
180	180	b4b4b4
181	181	b5b5b5
182	182	b6b6b6
183	183	b7b7b7
184	184	b8b8b8
185	185	b9b9b9
186	186	bababa
187	187	bbbbbb
188	188	bcbcbc
189	189	bdbdbd
190	190	bebebe
191	191	bfbfbf
192	192	c0c0c0
193	193	c1c1c1
194	194	c2c2c2
195	195	c3c3c3
196	196	c4c4c4
197	197	c5c5c5
198	198	c6c6c6
199	199	c7c7c7
200	200	c8c8c8
201	201	c9c9c9
202	202	cacaca
203	203	cbcbcb
204	204	cccccc
205	205	cdcdcd
206	206	cecece
207	207	cfcfcf
208	208	d0d0d0
209	209	d1d1d1
210	210	d2d2d2
211	211	d3d3d3
212	212	d4d4d4
213	213	d5d5d5
214	214	d6d6d6
215	215	d7d7d7
216	216	d8d8d8
217	217	d9d9d9
218	218	dadada
219	219	dbdbdb
220	220	dcdcdc
221	221	dddddd
222	222	dedede
223	223	dfdfdf
224	224	e0e0e0
225	225	e1e1e1
226	226	e2e2e2
227	227	e3e3e3
228	228	e4e4e4
229	229	e5e5e5
230	230	e6e6e6
231	231	e7e7e7
232	232	e8e8e8
233	233	e9e9e9
234	234	eaeaea
235	235	ebebeb
236	236	ececec
237	237	ededed
238	238	eeeeee
239	239	efefef
240	240	f0f0f0
241	241	f1f1f1
242	242	f2f2f2
243	243	f3f3f3
244	244	f4f4f4
245	245	f5f5f5
246	246	f6f6f6
247	247	f7f7f7
248	248	f8f8f8
249	249	f9f9f9
250	250	fafafa
251	251	fbfbfb
252	252	fcfcfc
253	253	fdfdfd
254	254	fefefe
255	255	ffffff
